,title,manyogana,kundoku,kana
116,[題詞]（肥前國松浦郡狛嶋亭舶泊之夜遥望海浪各慟旅心作歌七首）_1984,多婢奈礼婆  於毛比多要弖毛  安里都礼杼  伊敝尓安流伊毛之  於母比我奈思母,旅なれば思ひ絶えてもありつれど家にある妹し思ひ悲しも,",たびなれば,おもひたえても,ありつれど,いへにあるいもし,おもひがなしも"
117,[題詞]（肥前國松浦郡狛嶋亭舶泊之夜遥望海浪各慟旅心作歌七首）_2001,安思必奇能  山等妣古<由>留  可里我祢波  美也故尓由加波  伊毛尓安比弖許祢,あしひきの山飛び越ゆる鴈がねは都に行かば妹に逢ひて来ね,",あしひきの,やまとびこゆる,かりがねは,みやこにゆかば,いもにあひてこね"
118,[題詞]到壹岐嶋雪連宅満忽遇鬼病死去之時作歌一首[并短歌]_2018,須賣呂伎能  等保能朝庭等  可良國尓  和多流和我世波  伊敝妣等能  伊波比麻多祢可  多太<未>可母  安夜麻知之家牟  安吉佐良婆 可敝里麻左牟等  多良知祢能  波々尓麻乎之弖  等伎毛須疑 都奇母倍奴礼婆  今日可許牟  明日可蒙許武登  伊敝<妣>等波 麻知故布良牟尓  等保能久尓  伊麻太毛都可受  也麻等乎毛 登保久左可里弖  伊波我祢乃  安良伎之麻祢尓  夜杼理須流君 ,天皇の  遠の朝廷と  韓国に  渡る我が背は  家人の  斎ひ待たねか  正身かも  過ちしけむ  秋去らば 帰りまさむと  たらちねの  母に申して  時も過ぎ 月も経ぬれば  今日か来む  明日かも来むと  家人は 待ち恋ふらむに  遠の国  いまだも着かず  大和をも 遠く離りて  岩が根の  荒き島根に  宿りする君 ,",すめろきの,とほのみかどと,からくにに,わたるわがせは,いへびとの,いはひまたねか,ただみかも,あやまちしけむ,あきさらば,かへりまさむと,たらちねの,ははにまをして,ときもすぎ,つきもへぬれば,けふかこむ,あすかもこむと,いへびとは,まちこふらむに,とほのくに,いまだもつかず,やまとをも,とほくさかりて,いはがねの,あらきしまねに,やどりするきみ"
119,[題詞]（到壹岐嶋雪連宅満忽遇鬼病死去之時作歌一首[并短歌]）反歌二首_2035,伊波多野尓  夜杼里須流伎美  伊敝妣等乃  伊豆良等和礼乎  等<波婆>伊可尓伊波牟,岩田野に宿りする君家人のいづらと我れを問はばいかに言はむ,",いはたのに,やどりするきみ,いへびとの,いづらとわれを,とはばいかにいはむ"
120,[題詞]（（到壹岐嶋雪連宅満忽遇鬼病死去之時作歌一首[并短歌]）反歌二首）_2052,与能奈可波  都祢可久能未等  和可礼奴流  君尓也毛登奈  安我孤悲由加牟,世間は常かくのみと別れぬる君にやもとな我が恋ひ行かむ,",よのなかは,つねかくのみと,わかれぬる,きみにやもとな,あがこひゆかむ"
121,[題詞]_2069,天地等  登毛尓母我毛等  於毛比都々  安里家牟毛能乎  波之家也思  伊敝乎波奈礼弖  奈美能宇倍由  奈豆佐比伎尓弖  安良多麻能 月日毛伎倍奴  可里我祢母  都藝弖伎奈氣婆  多良知祢能  波々母都末良母 安<佐>都由尓  毛能須蘇比都知  由布疑里尓  己呂毛弖奴礼弖  左伎久之毛 安流良牟其登久  伊Ｒ見都追  麻都良牟母能乎  世間能 比登<乃>奈氣伎<波>  安比於毛波奴  君尓安礼也母  安伎波疑能 知良敝流野邊乃  波都乎花  可里保尓布<伎>弖  久毛婆奈礼 等保伎久尓敝能  都由之毛能  佐武伎山邊尓  夜杼里世流良牟 ,天地と  ともにもがもと  思ひつつ  ありけむものを  はしけやし  家を離れて  波の上ゆ  なづさひ来にて  あらたまの 月日も来経ぬ  雁がねも  継ぎて来鳴けば  たらちねの  母も妻らも 朝露に  裳の裾ひづち  夕霧に  衣手濡れて  幸くしも あるらむごとく  出で見つつ  待つらむものを  世間の 人の嘆きは  相思はぬ  君にあれやも  秋萩の 散らへる野辺の  初尾花  仮廬に葺きて  雲離れ 遠き国辺の  露霜の  寒き山辺に  宿りせるらむ ,",あめつちと,ともにもがもと,おもひつつ,ありけむものを,はしけやし,いへをはなれて,なみのうへゆ,なづさひきにて,あらたまの,つきひもきへぬ,かりがねも,つぎてきなけば,たらちねの,ははもつまらも,あさつゆに,ものすそひづち,ゆふぎりに,ころもでぬれて,さきくしも,あるらむごとく,いでみつつ,まつらむものを,よのなかの,ひとのなげきは,あひおもはぬ,きみにあれやも,あきはぎの,ちらへるのへの,はつをばな,かりほにふきて,くもばなれ,とほきくにへの,つゆしもの,さむきやまへに,やどりせるらむ"
122,[題詞]反歌二首_2086,波之家也思  都麻毛古杼毛母  多可多加尓  麻都良牟伎美也  之麻我久礼奴流,はしけやし妻も子どもも高々に待つらむ君や島隠れぬる,",はしけやし,つまもこどもも,たかたかに,まつらむきみや,しまがくれぬる"
123,[題詞]（反歌二首）_2103,毛美知葉能  知里奈牟山尓  夜杼里奴流  君乎麻都良牟  比等之可奈之母,黄葉の散りなむ山に宿りぬる君を待つらむ人し悲しも,",もみちばの,ちりなむやまに,やどりぬる,きみをまつらむ,ひとしかなしも"
124,[題詞]_2120,和多都美能  <可>之故伎美知乎  也須家口母  奈久奈夜美伎弖  伊麻太尓母  毛奈久由可牟登  由吉能安末能  保都手乃宇良敝乎  可多夜伎弖 由加武<等>須流尓  伊米能其等  美知能蘇良治尓  和可礼須流伎美 ,わたつみの  畏き道を  安けくも  なく悩み来て  今だにも  喪なく行かむと  壱岐の海人の  ほつての占部を  肩焼きて 行かむとするに  夢のごと  道の空路に  別れする君 ,",わたつみの,かしこきみちを,やすけくも,なくなやみきて,いまだにも,もなくゆかむと,ゆきのあまの,ほつてのうらへを,かたやきて,ゆかむとするに,いめのごと,みちのそらぢに,わかれするきみ"
125,[題詞]反歌二首_2137,牟可之欲里  伊比<祁>流許等乃  可良久尓能  可良久毛己許尓  和可礼須留可聞,昔より言ひけることの韓国のからくもここに別れするかも,",むかしより,いひけることの,からくにの,からくもここに,わかれするかも"
126,[題詞]（反歌二首）_2154,新羅奇敝可  伊敝尓可加反流  由吉能之麻  由加牟多登伎毛  於毛比可祢都母,新羅へか家にか帰る壱岐の島行かむたどきも思ひかねつも,",しらきへか,いへにかかへる,ゆきのしま,ゆかむたどきも,おもひかねつも"
127,[題詞]到對馬嶋淺茅浦舶泊之時不得順風經停五箇日於是瞻望物華各陳慟心作歌三首_2171,毛母布祢乃  波都流對馬能  安佐治山  志具礼能安米尓  毛美多比尓家里,百船の泊つる対馬の浅茅山しぐれの雨にもみたひにけり,",ももふねの,はつるつしまの,あさぢやま,しぐれのあめに,もみたひにけり"
128,[題詞]（到對馬嶋淺茅浦舶泊之時不得順風經停五箇日於是瞻望物華各陳慟心作歌三首）_2188,安麻射可流  比奈尓毛月波  弖礼々杼母  伊毛曽等保久波  和可礼伎尓家流,天離る鄙にも月は照れれども妹ぞ遠くは別れ来にける,",あまざかる,ひなにもつきは,てれれども,いもぞとほくは,わかれきにける"
129,[題詞]（到對馬嶋淺茅浦舶泊之時不得順風經停五箇日於是瞻望物華各陳慟心作歌三首）_2205,安伎左礼婆  於久都由之毛尓  安倍受之弖  京師乃山波  伊呂豆伎奴良牟,秋去れば置く露霜にあへずして都の山は色づきぬらむ,",あきされば,おくつゆしもに,あへずして,みやこのやまは,いろづきぬらむ"
130,[題詞]竹敷浦舶泊之時<各>陳心緒作歌十八首_2222,安之比奇能  山下比可流  毛美知葉能  知里能麻河比波  計布仁聞安流香母,あしひきの山下光る黄葉の散りの乱ひは今日にもあるかも,",あしひきの,やましたひかる,もみちばの,ちりのまがひは,けふにもあるかも"
131,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2239,多可之伎能  母美知乎見礼婆  和藝毛故我  麻多牟等伊比之  等伎曽伎尓家流,竹敷の黄葉を見れば我妹子が待たむと言ひし時ぞ来にける,",たかしきの,もみちをみれば,わぎもこが,またむといひし,ときぞきにける"
132,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2256,多可思吉能  宇良<未>能毛美知  <和>礼由伎弖  可敝里久流末Ｒ  知里許須奈由米,竹敷の浦廻の黄葉我れ行きて帰り来るまで散りこすなゆめ,",たかしきの,うらみのもみち,われゆきて,かへりくるまで,ちりこすなゆめ"
133,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2273,多可思吉能  宇敝可多山者  久礼奈為能  也之保能伊呂尓  奈里尓家流香聞,竹敷の宇敝可多山は紅の八しほの色になりにけるかも,",たかしきの,うへかたやまは,くれなゐの,やしほのいろに,なりにけるかも"
134,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2290,毛美知婆能  知良布山邊由  許具布祢能  尓保比尓米Ｒ弖  伊Ｒ弖伎尓家里,黄葉の散らふ山辺ゆ漕ぐ船のにほひにめでて出でて来にけり,",もみちばの,ちらふやまへゆ,こぐふねの,にほひにめでて,いでてきにけり"
135,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2307,多可思吉能  多麻毛奈<婢>可之  己<藝>Ｒ奈牟  君我美布祢乎  伊都等可麻多牟,竹敷の玉藻靡かし漕ぎ出なむ君がみ船をいつとか待たむ,",たかしきの,たまもなびかし,こぎでなむ,きみがみふねを,いつとかまたむ"
136,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2324,多麻之家流  伎欲吉奈藝佐乎  之保美弖婆  安可受和礼由久  可反流左尓見牟,玉敷ける清き渚を潮満てば飽かず我れ行く帰るさに見む,",たましける,きよきなぎさを,しほみてば,あかずわれゆく,かへるさにみむ"
137,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2341,安伎也麻能  毛美知乎可射之  和我乎礼婆  宇良之保美知久  伊麻太安可奈久尓,秋山の黄葉をかざし我が居れば浦潮満ち来いまだ飽かなくに,",あきやまの,もみちをかざし,わがをれば,うらしほみちく,いまだあかなくに"
138,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2358,毛能毛布等  比等尓波美要<緇>  之多婢毛能  思多由故布流尓  都<奇>曽倍尓家流,物思ふと人には見えじ下紐の下ゆ恋ふるに月ぞ経にける,",ものもふと,ひとにはみえじ,したびもの,したゆこふるに,つきぞへにける"
139,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2375,伊敝豆刀尓  可比乎比里布等  於伎敝欲里  与世久流奈美尓  許呂毛弖奴礼奴,家づとに貝を拾ふと沖辺より寄せ来る波に衣手濡れぬ,",いへづとに,かひをひりふと,おきへより,よせくるなみに,ころもでぬれぬ"
140,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2392,之保非奈<婆>  麻多母和礼許牟  伊射遊賀武  於伎都志保佐為  多可久多知伎奴,潮干なばまたも我れ来むいざ行かむ沖つ潮騒高く立ち来ぬ,",しほひなば,またもわれこむ,いざゆかむ,おきつしほさゐ,たかくたちきぬ"
141,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2409,和我袖波  多毛登等保里弖  奴礼奴等母  故非和須礼我比  等良受波由可自,我が袖は手本通りて濡れぬとも恋忘れ貝取らずは行かじ,",わがそでは,たもととほりて,ぬれぬとも,こひわすれがひ,とらずはゆかじ"
142,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2426,奴<婆>多麻能  伊毛我保須倍久  安良奈久尓  和我許呂母弖乎  奴礼弖伊可尓勢牟,ぬばたまの妹が干すべくあらなくに我が衣手を濡れていかにせむ,",ぬばたまの,いもがほすべく,あらなくに,わがころもでを,ぬれていかにせむ"
143,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2443,毛美知婆波  伊麻波宇都呂布  和伎毛故我  麻多牟等伊比之  等伎能倍由氣婆,黄葉は今はうつろふ我妹子が待たむと言ひし時の経ゆけば,",もみちばは,いまはうつろふ,わぎもこが,またむといひし,ときのへゆけば"
144,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2460,安<伎>佐礼婆  故非之美伊母乎  伊米尓太尓  比左之久見牟乎  安氣尓家流香聞,秋されば恋しみ妹を夢にだに久しく見むを明けにけるかも,",あきされば,こひしみいもを,いめにだに,ひさしくみむを,あけにけるかも"
145,[題詞]（竹敷浦舶泊之時<各>陳心緒作歌十八首）_2477,比等里能未  伎奴流許呂毛能  比毛等加婆  多礼可毛由波牟  伊敝杼保久之弖,ひとりのみ着寝る衣の紐解かば誰れかも結はむ家遠くして,",ひとりのみ,きぬるころもの,ひもとかば,たれかもゆはむ,いへどほくして"
